x,t,activation,stretch,stretch_prev,n
10.4,0.308,1,0.808125,0.80875,0.27165026
15.6,0.308,1,0.808125,0.80875,0.16219026
20.8,0.308,1,0.808125,0.80875,0
26,0.308,1,0.808125,0.80875,0
31.2,0.308,1,0.808125,0.80875,0
36.4,0.308,1,0.808125,0.80875,0
41.6,0.308,1,0.808125,0.80875,0
46.8,0.308,1,0.808125,0.80875,0
52,0.308,1,0.808125,0.80875,0
57.2,0.308,1,0.808125,0.80875,0
62.4,0.308,1,0.808125,0.80875,0
-20.8,0.309,1,0.8075,0.808125,0.00392868
-15.6,0.309,1,0.8075,0.808125,0.01082328
-10.4,0.309,1,0.8075,0.808125,0.02981703
-5.2,0.309,1,0.8075,0.808125,0.08214172
0,0.309,1,0.8075,0.808125,0.20263911
5.2,0.309,1,0.8075,0.808125,0.3214566
10.4,0.309,1,0.8075,0.808125,0.27134218
15.6,0.309,1,0.8075,0.808125,0.16200566
20.8,0.309,1,0.8075,0.808125,0
26,0.309,1,0.8075,0.808125,0
31.2,0.309,1,0.8075,0.808125,0
36.4,0.309,1,0.8075,0.808125,0
41.6,0.309,1,0.8075,0.808125,0
46.8,0.309,1,0.8075,0.808125,0
52,0.309,1,0.8075,0.808125,0
57.2,0.309,1,0.8075,0.808125,0
62.4,0.309,1,0.8075,0.808125,0
-20.8,0.31,1,0.806875,0.8075,0.00392433
-15.6,0.31,1,0.806875,0.8075,0.01081125
-10.4,0.31,1,0.806875,0.8075,0.02978376
-5.2,0.31,1,0.806875,0.8075,0.08204972
0,0.31,1,0.806875,0.8075,0.20241129
5.2,0.31,1,0.806875,0.8075,0.32109348
10.4,0.31,1,0.806875,0.8075,0.2710341
15.6,0.31,1,0.806875,0.8075,0.16182106
20.8,0.31,1,0.806875,0.8075,0
26,0.31,1,0.806875,0.8075,0
31.2,0.31,1,0.806875,0.8075,0
36.4,0.31,1,0.806875,0.8075,0
41.6,0.31,1,0.806875,0.8075,0
46.8,0.31,1,0.806875,0.8075,0
52,0.31,1,0.806875,0.8075,0
57.2,0.31,1,0.806875,0.8075,0
62.4,0.31,1,0.806875,0.8075,0
-20.8,0.311,1,0.80625,0.806875,0.00391998
-15.6,0.311,1,0.80625,0.806875,0.01079922
-10.4,0.311,1,0.80625,0.806875,0.02975049
-5.2,0.311,1,0.80625,0.806875,0.08195772
0,0.311,1,0.80625,0.806875,0.20218348
5.2,0.311,1,0.80625,0.806875,0.32073037
10.4,0.311,1,0.80625,0.806875,0.27072602
15.6,0.311,1,0.80625,0.806875,0.16163645
20.8,0.311,1,0.80625,0.806875,0
26,0.311,1,0.80625,0.806875,0
31.2,0.311,1,0.80625,0.806875,0
36.4,0.311,1,0.80625,0.806875,0
41.6,0.311,1,0.80625,0.806875,0
46.8,0.311,1,0.80625,0.806875,0
52,0.311,1,0.80625,0.806875,0
57.2,0.311,1,0.80625,0.806875,0
62.4,0.311,1,0.80625,0.806875,0
-20.8,0.312,1,0.805625,0.80625,0.00391563
-15.6,0.312,1,0.805625,0.80625,0.01078719
-10.4,0.312,1,0.805625,0.80625,0.02971722
-5.2,0.312,1,0.805625,0.80625,0.08186573
0,0.312,1,0.805625,0.80625,0.20195567
5.2,0.312,1,0.805625,0.80625,0.32036725
10.4,0.312,1,0.805625,0.80625,0.27041794
15.6,0.312,1,0.805625,0.80625,0.16145185
20.8,0.312,1,0.805625,0.80625,0
26,0.312,1,0.805625,0.80625,0
31.2,0.312,1,0.805625,0.80625,0
36.4,0.312,1,0.805625,0.80625,0
41.6,0.312,1,0.805625,0.80625,0
46.8,0.312,1,0.805625,0.80625,0
52,0.312,1,0.805625,0.80625,0
57.2,0.312,1,0.805625,0.80625,0
62.4,0.312,1,0.805625,0.80625,0
-20.8,0.313,1,0.805,0.805625,0.00391128
-15.6,0.313,1,0.805,0.805625,0.01077515
-10.4,0.313,1,0.805,0.805625,0.02968395
-5.2,0.313,1,0.805,0.805625,0.08177373
0,0.313,1,0.805,0.805625,0.20172786
5.2,0.313,1,0.805,0.805625,0.32000414
10.4,0.313,1,0.805,0.805625,0.27010986
15.6,0.313,1,0.805,0.805625,0.16126725
20.8,0.313,1,0.805,0.805625,0
26,0.313,1,0.805,0.805625,0
31.2,0.313,1,0.805,0.805625,0
36.4,0.313,1,0.805,0.805625,0
41.6,0.313,1,0.805,0.805625,0
46.8,0.313,1,0.805,0.805625,0
52,0.313,1,0.805,0.805625,0
57.2,0.313,1,0.805,0.805625,0
62.4,0.313,1,0.805,0.805625,0
-20.8,0.314,1,0.804375,0.805,0.00390693
-15.6,0.314,1,0.804375,0.805,0.01076312
-10.4,0.314,1,0.804375,0.805,0.02965069
-5.2,0.314,1,0.804375,0.805,0.08168173
0,0.314,1,0.804375,0.805,0.20150005
5.2,0.314,1,0.804375,0.805,0.31964102
10.4,0.314,1,0.804375,0.805,0.26980177
15.6,0.314,1,0.804375,0.805,0.16108264
20.8,0.314,1,0.804375,0.805,0
26,0.314,1,0.804375,0.805,0
31.2,0.314,1,0.804375,0.805,0
36.4,0.314,1,0.804375,0.805,0
41.6,0.314,1,0.804375,0.805,0
46.8,0.314,1,0.804375,0.805,0
52,0.314,1,0.804375,0.805,0
57.2,0.314,1,0.804375,0.805,0
62.4,0.314,1,0.804375,0.805,0
-20.8,0.315,1,0.80375,0.804375,0.00390258
-15.6,0.315,1,0.80375,0.804375,0.01075109
-10.4,0.315,1,0.80375,0.804375,0.02961742
-5.2,0.315,1,0.80375,0.804375,0.08158974
0,0.315,1,0.80375,0.804375,0.20127224
5.2,0.315,1,0.80375,0.804375,0.31927791
10.4,0.315,1,0.80375,0.804375,0.26949369
15.6,0.315,1,0.80375,0.804375,0.16089804
20.8,0.315,1,0.80375,0.804375,0
26,0.315,1,0.80375,0.804375,0
31.2,0.315,1,0.80375,0.804375,0
36.4,0.315,1,0.80375,0.804375,0
41.6,0.315,1,0.80375,0.804375,0
46.8,0.315,1,0.80375,0.804375,0
52,0.315,1,0.80375,0.804375,0
57.2,0.315,1,0.80375,0.804375,0
62.4,0.315,1,0.80375,0.804375,0
-20.8,0.316,1,0.803125,0.80375,0.00389823
-15.6,0.316,1,0.803125,0.80375,0.01073906
-10.4,0.316,1,0.803125,0.80375,0.02958415
-5.2,0.316,1,0.803125,0.80375,0.08149774
0,0.316,1,0.803125,0.80375,0.20104442
5.2,0.316,1,0.803125,0.80375,0.31891479
10.4,0.316,1,0.803125,0.80375,0.26918561
15.6,0.316,1,0.803125,0.80375,0.16071344
20.8,0.316,1,0.803125,0.80375,0
26,0.316,1,0.803125,0.80375,0
31.2,0.316,1,0.803125,0.80375,0
36.4,0.316,1,0.803125,0.80375,0
41.6,0.316,1,0.803125,0.80375,0
46.8,0.316,1,0.803125,0.80375,0
52,0.316,1,0.803125,0.80375,0
57.2,0.316,1,0.803125,0.80375,0
62.4,0.316,1,0.803125,0.80375,0
-20.8,0.317,1,0.8025,0.803125,0.00389388
-15.6,0.317,1,0.8025,0.803125,0.01072703
-10.4,0.317,1,0.8025,0.803125,0.02955088
-5.2,0.317,1,0.8025,0.803125,0.08140574
0,0.317,1,0.8025,0.803125,0.20081661
5.2,0.317,1,0.8025,0.803125,0.31855168
10.4,0.317,1,0.8025,0.803125,0.26887753
15.6,0.317,1,0.8025,0.803125,0.16052883
20.8,0.317,1,0.8025,0.803125,0
26,0.317,1,0.8025,0.803125,0
31.2,0.317,1,0.8025,0.803125,0
36.4,0.317,1,0.8025,0.803125,0
41.6,0.317,1,0.8025,0.803125,0
46.8,0.317,1,0.8025,0.803125,0
52,0.317,1,0.8025,0.803125,0
57.2,0.317,1,0.8025,0.803125,0
62.4,0.317,1,0.8025,0.803125,0
-20.8,0.318,1,0.801875,0.8025,0.00388953
-15.6,0.318,1,0.801875,0.8025,0.010715
-10.4,0.318,1,0.801875,0.8025,0.02951761
-5.2,0.318,1,0.801875,0.8025,0.08131375
0,0.318,1,0.801875,0.8025,0.2005888
5.2,0.318,1,0.801875,0.8025,0.31818856
10.4,0.318,1,0.801875,0.8025,0.26856945
15.6,0.318,1,0.801875,0.8025,0.16034423
20.8,0.318,1,0.801875,0.8025,0
26,0.318,1,0.801875,0.8025,0
31.2,0.318,1,0.801875,0.8025,0
36.4,0.318,1,0.801875,0.8025,0
41.6,0.318,1,0.801875,0.8025,0
46.8,0.318,1,0.801875,0.8025,0
52,0.318,1,0.801875,0.8025,0
57.2,0.318,1,0.801875,0.8025,0
62.4,0.318,1,0.801875,0.8025,0
-20.8,0.319,1,0.80125,0.801875,0.00388518
-15.6,0.319,1,0.80125,0.801875,0.01070297
-10.4,0.319,1,0.80125,0.801875,0.02948434
-5.2,0.319,1,0.80125,0.801875,0.08122175
0,0.319,1,0.80125,0.801875,0.20036099
5.2,0.319,1,0.80125,0.801875,0.31782545
10.4,0.319,1,0.80125,0.801875,0.26826137
15.6,0.319,1,0.80125,0.801875,0.16015963
20.8,0.319,1,0.80125,0.801875,0
26,0.319,1,0.80125,0.801875,0
31.2,0.319,1,0.80125,0.801875,0
36.4,0.319,1,0.80125,0.801875,0
41.6,0.319,1,0.80125,0.801875,0
46.8,0.319,1,0.80125,0.801875,0
52,0.319,1,0.80125,0.801875,0
57.2,0.319,1,0.80125,0.801875,0
62.4,0.319,1,0.80125,0.801875,0
-20.8,0.32,1,0.800625,0.80125,0.00388083
-15.6,0.32,1,0.800625,0.80125,0.01069094
-10.4,0.32,1,0.800625,0.80125,0.02945107
-5.2,0.32,1,0.800625,0.80125,0.08112975
0,0.32,1,0.800625,0.80125,0.20013318
5.2,0.32,1,0.800625,0.80125,0.31746234
10.4,0.32,1,0.800625,0.80125,0.26795329
15.6,0.32,1,0.800625,0.80125,0.15997502
20.8,0.32,1,0.800625,0.80125,0
26,0.32,1,0.800625,0.80125,0
31.2,0.32,1,0.800625,0.80125,0
36.4,0.32,1,0.800625,0.80125,0
41.6,0.32,1,0.800625,0.80125,0
46.8,0.32,1,0.800625,0.80125,0
52,0.32,1,0.800625,0.80125,0
57.2,0.32,1,0.800625,0.80125,0
62.4,0.32,1,0.800625,0.80125,0
-20.8,0.321,1,0.8,0.800625,0.00387648
-15.6,0.321,1,0.8,0.800625,0.01067891
-10.4,0.321,1,0.8,0.800625,0.02941781
-5.2,0.321,1,0.8,0.800625,0.08103776
0,0.321,1,0.8,0.800625,0.19990537
5.2,0.321,1,0.8,0.800625,0.31709922
10.4,0.321,1,0.8,0.800625,0.2676452
15.6,0.321,1,0.8,0.800625,0.15979042
20.8,0.321,1,0.8,0.800625,0
26,0.321,1,0.8,0.800625,0
31.2,0.321,1,0.8,0.800625,0
36.4,0.321,1,0.8,0.800625,0
41.6,0.321,1,0.8,0.800625,0
46.8,0.321,1,0.8,0.800625,0
52,0.321,1,0.8,0.800625,0
57.2,0.321,1,0.8,0.800625,0
62.4,0.321,1,0.8,0.800625,0
-20.8,0.322,1,0.799375,0.8,0.00387213
-15.6,0.322,1,0.799375,0.8,0.01066688
-10.4,0.322,1,0.799375,0.8,0.02938454
-5.2,0.322,1,0.799375,0.8,0.08094576
0,0.322,1,0.799375,0.8,0.19967484
5.2,0.322,1,0.799375,0.8,0.31671271
10.4,0.322,1,0.799375,0.8,0.26729216
15.6,0.322,1,0.799375,0.8,0.1595508
20.8,0.322,1,0.799375,0.8,0
26,0.322,1,0.799375,0.8,0
31.2,0.322,1,0.799375,0.8,0
36.4,0.322,1,0.799375,0.8,0
41.6,0.322,1,0.799375,0.8,0
46.8,0.322,1,0.799375,0.8,0
52,0.322,1,0.799375,0.8,0
57.2,0.322,1,0.799375,0.8,0
62.4,0.322,1,0.799375,0.8,0
-20.8,0.323,1,0.79875,0.799375,0.00386777
-15.6,0.323,1,0.79875,0.799375,0.01065485
-10.4,0.323,1,0.79875,0.799375,0.02935127
-5.2,0.323,1,0.79875,0.799375,0.08085344
0,0.323,1,0.79875,0.799375,0.19943914
5.2,0.323,1,0.79875,0.799375,0.31630049
10.4,0.323,1,0.79875,0.799375,0.2668945
15.6,0.323,1,0.79875,0.799375,0.15926585
20.8,0.323,1,0.79875,0.799375,0
26,0.323,1,0.79875,0.799375,0
31.2,0.323,1,0.79875,0.799375,0
36.4,0.323,1,0.79875,0.799375,0
41.6,0.323,1,0.79875,0.799375,0
46.8,0.323,1,0.79875,0.799375,0
52,0.323,1,0.79875,0.799375,0
57.2,0.323,1,0.79875,0.799375,0
62.4,0.323,1,0.79875,0.799375,0
-20.8,0.324,1,0.798125,0.79875,0.00386342
-15.6,0.324,1,0.798125,0.79875,0.01064281
-10.4,0.324,1,0.798125,0.79875,0.02931796
-5.2,0.324,1,0.798125,0.79875,0.08076027
0,0.324,1,0.798125,0.79875,0.19919602
5.2,0.324,1,0.798125,0.79875,0.31586062
10.4,0.324,1,0.798125,0.79875,0.26645375
15.6,0.324,1,0.798125,0.79875,0.15894358
20.8,0.324,1,0.798125,0.79875,0
26,0.324,1,0.798125,0.79875,0
31.2,0.324,1,0.798125,0.79875,0
36.4,0.324,1,0.798125,0.79875,0
41.6,0.324,1,0.798125,0.79875,0
46.8,0.324,1,0.798125,0.79875,0
52,0.324,1,0.798125,0.79875,0
57.2,0.324,1,0.798125,0.79875,0
62.4,0.324,1,0.798125,0.79875,0
-20.8,0.325,1,0.7975,0.798125,0.00385907
-15.6,0.325,1,0.7975,0.798125,0.01063078
-10.4,0.325,1,0.7975,0.798125,0.02928455
-5.2,0.325,1,0.7975,0.798125,0.08066561
0,0.325,1,0.7975,0.798125,0.19894349
5.2,0.325,1,0.7975,0.798125,0.31539165
10.4,0.325,1,0.7975,0.798125,0.2659722
15.6,0.325,1,0.7975,0.798125,0.15859056
20.8,0.325,1,0.7975,0.798125,0
26,0.325,1,0.7975,0.798125,0
31.2,0.325,1,0.7975,0.798125,0
36.4,0.325,1,0.7975,0.798125,0
41.6,0.325,1,0.7975,0.798125,0
46.8,0.325,1,0.7975,0.798125,0
52,0.325,1,0.7975,0.798125,0
57.2,0.325,1,0.7975,0.798125,0
62.4,0.325,1,0.7975,0.798125,0
-20.8,0.326,1,0.796875,0.7975,0.00385472
-15.6,0.326,1,0.796875,0.7975,0.01061873
-10.4,0.326,1,0.796875,0.7975,0.02925089
-5.2,0.326,1,0.796875,0.7975,0.08056879
0,0.326,1,0.796875,0.7975,0.19867978
5.2,0.326,1,0.796875,0.7975,0.31489264
10.4,0.326,1,0.796875,0.7975,0.26545256
15.6,0.326,1,0.796875,0.7975,0.15821222
20.8,0.326,1,0.796875,0.7975,0
26,0.326,1,0.796875,0.7975,0
31.2,0.326,1,0.796875,0.7975,0
36.4,0.326,1,0.796875,0.7975,0
41.6,0.326,1,0.796875,0.7975,0
46.8,0.326,1,0.796875,0.7975,0
52,0.326,1,0.796875,0.7975,0
57.2,0.326,1,0.796875,0.7975,0
62.4,0.326,1,0.796875,0.7975,0
-20.8,0.327,1,0.79625,0.796875,0.00385037
-15.6,0.327,1,0.79625,0.796875,0.01060664
-10.4,0.327,1,0.79625,0.796875,0.02921683
-5.2,0.327,1,0.79625,0.796875,0.0804691
0,0.327,1,0.79625,0.796875,0.19840338
5.2,0.327,1,0.79625,0.796875,0.31436311
10.4,0.327,1,0.79625,0.796875,0.26489782
15.6,0.327,1,0.79625,0.796875,0.15781302
20.8,0.327,1,0.79625,0.796875,0
26,0.327,1,0.79625,0.796875,0
31.2,0.327,1,0.79625,0.796875,0
36.4,0.327,1,0.79625,0.796875,0
41.6,0.327,1,0.79625,0.796875,0
46.8,0.327,1,0.79625,0.796875,0
52,0.327,1,0.79625,0.796875,0
57.2,0.327,1,0.79625,0.796875,0
62.4,0.327,1,0.79625,0.796875,0
-20.8,0.328,1,0.795625,0.79625,0.00384601
-15.6,0.328,1,0.795625,0.79625,0.01059449
-10.4,0.328,1,0.795625,0.79625,0.02918217
-5.2,0.328,1,0.795625,0.79625,0.08036587
0,0.328,1,0.795625,0.79625,0.19811303
5.2,0.328,1,0.795625,0.79625,0.31380306
10.4,0.328,1,0.795625,0.79625,0.26431103
15.6,0.328,1,0.795625,0.79625,0.15739663
20.8,0.328,1,0.795625,0.79625,0
26,0.328,1,0.795625,0.79625,0
31.2,0.328,1,0.795625,0.79625,0
36.4,0.328,1,0.795625,0.79625,0
41.6,0.328,1,0.795625,0.79625,0
46.8,0.328,1,0.795625,0.79625,0
52,0.328,1,0.795625,0.79625,0
57.2,0.328,1,0.795625,0.79625,0
62.4,0.328,1,0.795625,0.79625,0
-20.8,0.329,1,0.795,0.795625,0.00384164
-15.6,0.329,1,0.795,0.795625,0.01058222
-10.4,0.329,1,0.795,0.795625,0.02914673
-5.2,0.329,1,0.795,0.795625,0.08025849
0,0.329,1,0.795,0.795625,0.19780776
5.2,0.329,1,0.795,0.795625,0.31321286
10.4,0.329,1,0.795,0.795625,0.26369521
15.6,0.329,1,0.795,0.795625,0.15696609
20.8,0.329,1,0.795,0.795625,0
26,0.329,1,0.795,0.795625,0
31.2,0.329,1,0.795,0.795625,0
36.4,0.329,1,0.795,0.795625,0
41.6,0.329,1,0.795,0.795625,0
46.8,0.329,1,0.795,0.795625,0
52,0.329,1,0.795,0.795625,0
57.2,0.329,1,0.795,0.795625,0
62.4,0.329,1,0.795,0.795625,0
-20.8,0.33,1,0.794375,0.795,0.00383725
-15.6,0.33,1,0.794375,0.795,0.01056979
-10.4,0.33,1,0.794375,0.795,0.02911028
-5.2,0.33,1,0.794375,0.795,0.08014639
0,0.33,1,0.794375,0.795,0.19748685
5.2,0.33,1,0.794375,0.795,0.31259321
10.4,0.33,1,0.794375,0.795,0.26305327
15.6,0.33,1,0.794375,0.795,0.1565239
20.8,0.33,1,0.794375,0.795,0
26,0.33,1,0.794375,0.795,0
31.2,0.33,1,0.794375,0.795,0
36.4,0.33,1,0.794375,0.795,0
41.6,0.33,1,0.794375,0.795,0
46.8,0.33,1,0.794375,0.795,0
52,0.33,1,0.794375,0.795,0
57.2,0.33,1,0.794375,0.795,0
62.4,0.33,1,0.794375,0.795,0
-20.8,0.331,1,0.79375,0.794375,0.00383283
-15.6,0.331,1,0.79375,0.794375,0.01055714
-10.4,0.331,1,0.79375,0.794375,0.02907262
-5.2,0.331,1,0.79375,0.794375,0.08002911
0,0.331,1,0.79375,0.794375,0.19714982
5.2,0.331,1,0.79375,0.794375,0.31194511
10.4,0.331,1,0.79375,0.794375,0.26238797
15.6,0.331,1,0.79375,0.794375,0.1560721
20.8,0.331,1,0.79375,0.794375,0
26,0.331,1,0.79375,0.794375,0
31.2,0.331,1,0.79375,0.794375,0
36.4,0.331,1,0.79375,0.794375,0
41.6,0.331,1,0.79375,0.794375,0
46.8,0.331,1,0.79375,0.794375,0
52,0.331,1,0.79375,0.794375,0
57.2,0.331,1,0.79375,0.794375,0
62.4,0.331,1,0.79375,0.794375,0
-20.8,0.332,1,0.793125,0.79375,0.00382837
-15.6,0.332,1,0.793125,0.79375,0.0105442
-10.4,0.332,1,0.793125,0.79375,0.02903355
-5.2,0.332,1,0.793125,0.79375,0.07990625
0,0.332,1,0.793125,0.79375,0.19679642
5.2,0.332,1,0.793125,0.79375,0.31126973
10.4,0.332,1,0.793125,0.79375,0.26170188
15.6,0.332,1,0.793125,0.79375,0.1556124
20.8,0.332,1,0.793125,0.79375,0
26,0.332,1,0.793125,0.79375,0
31.2,0.332,1,0.793125,0.79375,0
36.4,0.332,1,0.793125,0.79375,0
41.6,0.332,1,0.793125,0.79375,0
46.8,0.332,1,0.793125,0.79375,0
52,0.332,1,0.793125,0.79375,0
57.2,0.332,1,0.793125,0.79375,0
62.4,0.332,1,0.793125,0.79375,0
-20.8,0.333,1,0.7925,0.793125,0.00382384
-15.6,0.333,1,0.7925,0.793125,0.01053091
-10.4,0.333,1,0.7925,0.793125,0.02899289
-5.2,0.333,1,0.7925,0.793125,0.07977751
0,0.333,1,0.7925,0.793125,0.19642662
5.2,0.333,1,0.7925,0.793125,0.31056841
10.4,0.333,1,0.7925,0.793125,0.26099736
15.6,0.333,1,0.7925,0.793125,0.15514618
20.8,0.333,1,0.7925,0.793125,0
26,0.333,1,0.7925,0.793125,0
31.2,0.333,1,0.7925,0.793125,0
36.4,0.333,1,0.7925,0.793125,0
41.6,0.333,1,0.7925,0.793125,0
46.8,0.333,1,0.7925,0.793125,0
52,0.333,1,0.7925,0.793125,0
57.2,0.333,1,0.7925,0.793125,0
62.4,0.333,1,0.7925,0.793125,0
-20.8,0.334,1,0.791875,0.7925,0.00381922
-15.6,0.334,1,0.791875,0.7925,0.0105172
-10.4,0.334,1,0.791875,0.7925,0.02895049
-5.2,0.334,1,0.791875,0.7925,0.07964266
0,0.334,1,0.791875,0.7925,0.19604055
5.2,0.334,1,0.791875,0.7925,0.3098426
10.4,0.334,1,0.791875,0.7925,0.26027658
15.6,0.334,1,0.791875,0.7925,0.15467459
20.8,0.334,1,0.791875,0.7925,0
26,0.334,1,0.791875,0.7925,0
31.2,0.334,1,0.791875,0.7925,0
36.4,0.334,1,0.791875,0.7925,0
41.6,0.334,1,0.791875,0.7925,0
46.8,0.334,1,0.791875,0.7925,0
52,0.334,1,0.791875,0.7925,0
57.2,0.334,1,0.791875,0.7925,0
62.4,0.334,1,0.791875,0.7925,0
-20.8,0.335,1,0.79125,0.791875,0.00381451
-15.6,0.335,1,0.79125,0.791875,0.01050301
-10.4,0.335,1,0.79125,0.791875,0.02890619
-5.2,0.335,1,0.79125,0.791875,0.07950157
0,0.335,1,0.79125,0.791875,0.19563852
5.2,0.335,1,0.79125,0.791875,0.30909381
10.4,0.335,1,0.79125,0.791875,0.25954148
15.6,0.335,1,0.79125,0.791875,0.15419859
20.8,0.335,1,0.79125,0.791875,0
26,0.335,1,0.79125,0.791875,0
31.2,0.335,1,0.79125,0.791875,0
36.4,0.335,1,0.79125,0.791875,0
41.6,0.335,1,0.79125,0.791875,0
46.8,0.335,1,0.79125,0.791875,0
52,0.335,1,0.79125,0.791875,0
57.2,0.335,1,0.79125,0.791875,0
62.4,0.335,1,0.79125,0.791875,0
-20.8,0.336,1,0.790625,0.79125,0.00380967
-15.6,0.336,1,0.790625,0.79125,0.01048828
-10.4,0.336,1,0.790625,0.79125,0.02885991
-5.2,0.336,1,0.790625,0.79125,0.07935417
0,0.336,1,0.790625,0.79125,0.19522097
5.2,0.336,1,0.790625,0.79125,0.30832358
10.4,0.336,1,0.790625,0.79125,0.25879383
15.6,0.336,1,0.790625,0.79125,0.15371894
20.8,0.336,1,0.790625,0.79125,0
26,0.336,1,0.790625,0.79125,0
31.2,0.336,1,0.790625,0.79125,0
36.4,0.336,1,0.790625,0.79125,0
41.6,0.336,1,0.790625,0.79125,0
46.8,0.336,1,0.790625,0.79125,0
52,0.336,1,0.790625,0.79125,0
57.2,0.336,1,0.790625,0.79125,0
62.4,0.336,1,0.790625,0.79125,0
-20.8,0.337,1,0.79,0.790625,0.00380469
-15.6,0.337,1,0.79,0.790625,0.01047295
-10.4,0.337,1,0.79,0.790625,0.02881154
-5.2,0.337,1,0.79,0.790625,0.07920049
0,0.337,1,0.79,0.790625,0.19478842
5.2,0.337,1,0.79,0.790625,0.30753344
10.4,0.337,1,0.79,0.790625,0.2580352
15.6,0.337,1,0.79,0.790625,0.1532363
20.8,0.337,1,0.79,0.790625,0
26,0.337,1,0.79,0.790625,0
31.2,0.337,1,0.79,0.790625,0
36.4,0.337,1,0.79,0.790625,0
41.6,0.337,1,0.79,0.790625,0
46.8,0.337,1,0.79,0.790625,0
52,0.337,1,0.79,0.790625,0
57.2,0.337,1,0.79,0.790625,0
62.4,0.337,1,0.79,0.790625,0
-20.8,0.338,1,0.789375,0.79,0.00379954
-15.6,0.338,1,0.789375,0.79,0.01045698
-10.4,0.338,1,0.789375,0.79,0.02876104
-5.2,0.338,1,0.789375,0.79,0.07904058
0,0.338,1,0.789375,0.79,0.19434151
5.2,0.338,1,0.789375,0.79,0.30672491
10.4,0.338,1,0.789375,0.79,0.25726698
15.6,0.338,1,0.789375,0.79,0.15275119
20.8,0.338,1,0.789375,0.79,0
26,0.338,1,0.789375,0.79,0
31.2,0.338,1,0.789375,0.79,0
36.4,0.338,1,0.789375,0.79,0
41.6,0.338,1,0.789375,0.79,0
46.8,0.338,1,0.789375,0.79,0
52,0.338,1,0.789375,0.79,0
57.2,0.338,1,0.789375,0.79,0
62.4,0.338,1,0.789375,0.79,0
-20.8,0.339,1,0.78875,0.789375,0.00379421
-15.6,0.339,1,0.78875,0.789375,0.01044033
-10.4,0.339,1,0.78875,0.789375,0.02870836
-5.2,0.339,1,0.78875,0.789375,0.07887458
0,0.339,1,0.78875,0.789375,0.19388092
5.2,0.339,1,0.78875,0.789375,0.30589945
10.4,0.339,1,0.78875,0.789375,0.25649041
15.6,0.339,1,0.78875,0.789375,0.15226404
20.8,0.339,1,0.78875,0.789375,0
26,0.339,1,0.78875,0.789375,0
31.2,0.339,1,0.78875,0.789375,0
36.4,0.339,1,0.78875,0.789375,0
41.6,0.339,1,0.78875,0.789375,0
46.8,0.339,1,0.78875,0.789375,0
52,0.339,1,0.78875,0.789375,0
57.2,0.339,1,0.78875,0.789375,0
62.4,0.339,1,0.78875,0.789375,0
-20.8,0.34,1,0.788125,0.78875,0.00378867
-15.6,0.34,1,0.788125,0.78875,0.01042297
-10.4,0.34,1,0.788125,0.78875,0.02865351
-5.2,0.34,1,0.788125,0.78875,0.07870265
0,0.34,1,0.788125,0.78875,0.19340738
5.2,0.34,1,0.788125,0.78875,0.30505849
10.4,0.34,1,0.788125,0.78875,0.25570659
15.6,0.34,1,0.788125,0.78875,0.15177522
20.8,0.34,1,0.788125,0.78875,0
26,0.34,1,0.788125,0.78875,0
31.2,0.34,1,0.788125,0.78875,0
36.4,0.34,1,0.788125,0.78875,0
41.6,0.34,1,0.788125,0.78875,0
46.8,0.34,1,0.788125,0.78875,0
52,0.34,1,0.788125,0.78875,0
57.2,0.34,1,0.788125,0.78875,0
62.4,0.34,1,0.788125,0.78875,0
-20.8,0.341,1,0.7875,0.788125,0.00378291
-15.6,0.341,1,0.7875,0.788125,0.01040488
-10.4,0.341,1,0.7875,0.788125,0.02859648
-5.2,0.341,1,0.7875,0.788125,0.078525
0,0.341,1,0.7875,0.788125,0.19292166
5.2,0.341,1,0.7875,0.788125,0.30420336
10.4,0.341,1,0.7875,0.788125,0.25491648
15.6,0.341,1,0.7875,0.788125,0.15128501
20.8,0.341,1,0.7875,0.788125,0
26,0.341,1,0.7875,0.788125,0
31.2,0.341,1,0.7875,0.788125,0
36.4,0.341,1,0.7875,0.788125,0
41.6,0.341,1,0.7875,0.788125,0
46.8,0.341,1,0.7875,0.788125,0
52,0.341,1,0.7875,0.788125,0
57.2,0.341,1,0.7875,0.788125,0
62.4,0.341,1,0.7875,0.788125,0
-20.8,0.342,1,0.786875,0.7875,0.00377692
-15.6,0.342,1,0.786875,0.7875,0.01038603
-10.4,0.342,1,0.786875,0.7875,0.02853732
-5.2,0.342,1,0.786875,0.7875,0.07834186
0,0.342,1,0.786875,0.7875,0.19242451
5.2,0.342,1,0.786875,0.7875,0.30333534
10.4,0.342,1,0.786875,0.7875,0.25412092
15.6,0.342,1,0.786875,0.7875,0.15079367
20.8,0.342,1,0.786875,0.7875,0
26,0.342,1,0.786875,0.7875,0
31.2,0.342,1,0.786875,0.7875,0
36.4,0.342,1,0.786875,0.7875,0
41.6,0.342,1,0.786875,0.7875,0
46.8,0.342,1,0.786875,0.7875,0
52,0.342,1,0.786875,0.7875,0
57.2,0.342,1,0.786875,0.7875,0
62.4,0.342,1,0.786875,0.7875,0
-20.8,0.343,1,0.78625,0.786875,0.00377069
-15.6,0.343,1,0.78625,0.786875,0.01036643
-10.4,0.343,1,0.78625,0.786875,0.02847606
-5.2,0.343,1,0.78625,0.786875,0.07815351
0,0.343,1,0.78625,0.786875,0.19191672
